query
SELECT WINEalias0.NAME FROM WINE AS WINEalias0 ORDER BY WINEalias0.SCORE LIMIT 1 ;
SELECT WINEalias0.WINERY FROM WINE AS WINEalias0 ORDER BY WINEalias0.SCORE LIMIT 1 ;
"SELECT WINEalias0.NAME FROM WINE AS WINEalias0 WHERE WINEalias0.YEAR = ""2008"" ;"
"SELECT WINEalias0.APPELATION , WINEalias0.GRAPE FROM WINE AS WINEalias0 ;"
"SELECT WINEalias0.NAME , WINEalias0.SCORE FROM WINE AS WINEalias0 ;"
"SELECT APPELLATIONSalias0.AREA , APPELLATIONSalias0.COUNTY FROM APPELLATIONS AS APPELLATIONSalias0 ;"
SELECT WINEalias0.PRICE FROM WINE AS WINEalias0 WHERE WINEalias0.YEAR < 2010 ;
SELECT WINEalias0.NAME FROM WINE AS WINEalias0 WHERE WINEalias0.SCORE > 90 ;
"SELECT DISTINCT WINEalias0.NAME FROM GRAPES AS GRAPESalias0 JOIN WINE AS WINEalias0 ON WINEalias0.GRAPE = GRAPESalias0.GRAPE WHERE GRAPESalias0.COLOR = ""Red"" ;"
"SELECT DISTINCT WINEalias0.NAME FROM APPELLATIONS AS APPELLATIONSalias0 JOIN WINE AS WINEalias0 ON WINEalias0.APPELATION = APPELLATIONSalias0.APPELATION WHERE APPELLATIONSalias0.AREA = ""North Coast"" ;"
"SELECT COUNT( * ) FROM WINE AS WINEalias0 WHERE WINEalias0.WINERY = ""Robert Biale"" ;"
"SELECT COUNT( * ) FROM APPELLATIONS AS APPELLATIONSalias0 WHERE APPELLATIONSalias0.COUNTY = ""Napa"" ;"
"SELECT AVG( WINEalias0.PRICE ) FROM APPELLATIONS AS APPELLATIONSalias0 JOIN WINE AS WINEalias0 ON WINEalias0.APPELATION = APPELLATIONSalias0.APPELATION WHERE APPELLATIONSalias0.COUNTY = ""Sonoma"" ;"
"SELECT WINEalias0.NAME , WINEalias0.SCORE FROM GRAPES AS GRAPESalias0 JOIN WINE AS WINEalias0 ON WINEalias0.GRAPE = GRAPESalias0.GRAPE WHERE GRAPESalias0.COLOR = ""White"" ;"
"SELECT MAX( WINEalias0.PRICE ) FROM APPELLATIONS AS APPELLATIONSalias0 JOIN WINE AS WINEalias0 ON WINEalias0.APPELATION = APPELLATIONSalias0.APPELATION WHERE APPELLATIONSalias0.AREA = ""Central Coast"" AND WINEalias0.YEAR < 2005 ;"
"SELECT DISTINCT GRAPESalias0.GRAPE FROM GRAPES AS GRAPESalias0 JOIN WINE AS WINEalias0 ON WINEalias0.GRAPE = GRAPESalias0.GRAPE WHERE GRAPESalias0.COLOR = ""White"" AND WINEalias0.SCORE > 90 ;"
"SELECT WINEalias0.NAME FROM GRAPES AS GRAPESalias0 JOIN WINE AS WINEalias0 ON WINEalias0.GRAPE = GRAPESalias0.GRAPE WHERE GRAPESalias0.COLOR = ""Red"" AND WINEalias0.PRICE > 50 ;"
"SELECT WINEalias0.NAME FROM APPELLATIONS AS APPELLATIONSalias0 JOIN WINE AS WINEalias0 ON WINEalias0.APPELATION = APPELLATIONSalias0.APPELATION WHERE APPELLATIONSalias0.COUNTY = ""Monterey"" AND WINEalias0.PRICE < 50 ;"
"SELECT COUNT( * ) , WINEalias0.GRAPE FROM WINE AS WINEalias0 GROUP BY WINEalias0.GRAPE ;"
"SELECT AVG( WINEalias0.PRICE ) , WINEalias0.YEAR FROM WINE AS WINEalias0 GROUP BY WINEalias0.YEAR ;"
"SELECT DISTINCT WINEalias0.NAME FROM WINE AS WINEalias0 WHERE WINEalias0.PRICE > ( SELECT MIN( WINEalias1.PRICE ) FROM WINE AS WINEalias1 WHERE WINEalias1.WINERY = ""John Anthony"" ) ;"
SELECT DISTINCT WINEalias0.NAME FROM WINE AS WINEalias0 ORDER BY WINEalias0.NAME ;
SELECT DISTINCT WINEalias0.NAME FROM WINE AS WINEalias0 ORDER BY WINEalias0.PRICE ;
SELECT APPELLATIONSalias0.AREA FROM APPELLATIONS AS APPELLATIONSalias0 JOIN WINE AS WINEalias0 ON WINEalias0.APPELATION = APPELLATIONSalias0.APPELATION GROUP BY WINEalias0.APPELATION HAVING WINEalias0.YEAR < 2010 ORDER BY COUNT( * ) DESC LIMIT 1 ;
SELECT GRAPESalias0.COLOR FROM GRAPES AS GRAPESalias0 JOIN WINE AS WINEalias0 ON WINEalias0.GRAPE = GRAPESalias0.GRAPE GROUP BY WINEalias0.GRAPE ORDER BY AVG( WINEalias0.PRICE ) DESC LIMIT 1 ;
SELECT DISTINCT WINEalias0.NAME FROM WINE AS WINEalias0 WHERE WINEalias0.YEAR < 2000 OR WINEalias0.YEAR > 2010 ;
